"InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues","Genes"
"FDR_Pass","nuclear-transcribed mRNA catabolic process (GO:0000956)__GO_BP","User",71,0.00132947864462065,1,"CASC3;CNOT1;CNOT4;CNOT8;DCP2;DHX34;EDC4;EIF3E;EIF4A2;EIF4A3;EIF4G1;EXOSC1;EXOSC10;EXOSC3;FAU;LSM1;LSM5;LSM7;NCBP2;PAPD4;PNRC2;PPP2CA;PPP2R1A;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SMG1;SMG5;SMG7;UBA52;XRN1"
"FDR_Pass","mRNA catabolic process (GO:0006402)__GO_BP","User",72,0.00135897052883558,1,"CASC3;CNOT1;CNOT4;CNOT8;DCP2;DHX34;EDC4;EIF3E;EIF4A2;EIF4A3;EIF4G1;EXOSC1;EXOSC10;EXOSC3;FAU;LSM1;LSM5;LSM7;NCBP2;PAPD4;PNPT1;PNRC2;PPP2CA;PPP2R1A;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SMG1;SMG5;SMG7;UBA52;XRN1"
"FDR_Pass","viral transcription (GO:0019083)__GO_BP","User",45,0.00148266505121112,1,"FAU;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;UBA52"
"FDR_Pass","Ribosome_Homo sapiens_hsa03010__KEGG_2016","User",54,0.00225456462413153,1,"FAU;MRPL11;MRPL21;MRPL23;MRPL3;MRPL32;MRPL33;MRPS18C;MRPS21;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;RSL24D1;UBA52"
"FDR_Pass","establishment of protein localization to membrane (GO:0090150)__GO_BP","User",80,0.00272915432117558,1,"ARL6IP1;ATG3;CD24;FAU;GOLGA7;MOAP1;MYADM;PACS1;PEX16;RAB10;RAB11A;RAB3GAP2;RAB8B;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SEC11A;SEC11C;SEC61A1;SEC61B;SEC61G;SPCS1;SRP14;SRP19;SRP54;SRP68;SRP72;SRP9;SRPR;SSR1;SSR2;TIMM22;TMED2;TOMM22;TRAM1;TSPAN33;UBA52;UBL4A;VAMP2;VAMP7"
"FDR_Pass","structural constituent of ribosome (GO:0003735)__GO_MF","User",57,0.0034531283937272,1,"FAU;MRPL11;MRPL21;MRPL23;MRPL3;MRPL32;MRPL33;MRPL37;MRPL43;MRPL51;MRPS18C;MRPS21;MRPS22;MRPS31;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;UBA52"
"FDR_Pass","protein localization to membrane (GO:0072657)__GO_BP","User",81,0.00357914183630025,1,"ARL6IP1;ATG3;CD24;FAU;GOLGA7;HGS;ITGAL;ITGB7;MYADM;OSBPL8;PACS1;PEX16;RAB10;RAB11A;RAB8A;RAB8B;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SEC11A;SEC11C;SEC61A1;SEC61B;SEC61G;SPCS1;SRP14;SRP19;SRP54;SRP68;SRP72;SRP9;SRPR;SSR1;SSR2;TIMM22;TMED2;TOMM22;TRAM1;UBA52;VAMP2;VAMP7"
"FDR_Pass","RNA catabolic process (GO:0006401)__GO_BP","User",76,0.00449336149741622,1,"CASC3;CNOT1;CNOT4;CNOT8;DCP2;DEDD2;DHX34;DNA2;EDC4;EIF3E;EIF4A2;EIF4A3;EIF4G1;EXOSC1;EXOSC10;EXOSC3;FAU;LSM1;LSM5;LSM7;NCBP2;PABPC4;PAPD4;PNPT1;PNRC2;PPP2CA;PPP2R1A;RNASE2;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SMG1;SMG5;SMG7;UBA52;XRN1"
"FDR_Pass","translational termination (GO:0006415)__GO_BP","User",45,0.00480312578594224,1,"FAU;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;UBA52"
"FDR_Pass","cytosolic small ribosomal subunit (GO:0022627)__GO_CC","User",22,0.00608377772638498,1,"DDX3X;FAU;HBA1;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA"
"FDR_Pass","translational elongation (GO:0006414)__GO_BP","User",48,0.00736914231746123,1,"EEF1B2;EEF2;FAU;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;TCEB2;UBA52"
"FDR_Pass","macromolecular complex disassembly (GO:0032984)__GO_BP","User",55,0.00835113221571488,1,"DENR;FAU;GAK;HDAC6;MICAL1;MTIF3;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SMARCA4;SMARCB1;SMARCC2;SMARCD1;TFIP11;UBA52"
"FDR_Pass","methyltransferase complex (GO:0034708)__GO_CC","User",20,0.00838103531622097,1,"CHD8;CLNS1A;CXXC1;DPY30;H2AFY;HCFC1;HDAC2;MTF2;OGT;PPP1CA;PPP1CB;PPP1CC;PRPF31;SNRPD2;SNRPF;SNRPG;SUZ12;TAF7;WDR82;WTAP"
"FDR_Pass","protein localization to organelle (GO:0033365)__GO_BP","User",99,0.00881415960547547,1,"ABCA7;ACAP2;ADAR;BCAP31;CALR;DIAPH1;F2R;FAU;FYB;GCC1;HGS;KPNA1;KPNA3;KPNA4;KPNA6;LMNA;MCM3AP;NOP58;OSBPL8;PACS1;PEX16;PLRG1;PMPCB;RAB35;RAB8B;RAN;RERE;RPAIN;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SEC11A;SEC11C;SEC61A1;SEC61B;SEC61G;SNX10;SORL1;SPCS1;SRP14;SRP19;SRP54;SRP68;SRP72;SRP9;SRPR;SSR1;SSR2;STAT3;SUMO3;TIMM22;TIMM23;TOMM20;TOMM22;TOMM6;TOMM7;TOR1A;TRAM1;UBA52"
"FDR_Pass","cellular protein complex disassembly (GO:0043624)__GO_BP","User",47,0.00991004035626427,1,"FAU;GAK;MICAL1;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;UBA52"
"FDR_Pass","acid-amino acid ligase activity (GO:0016881)__GO_MF","User",22,0.0105298190639614,1,"AKTIP;ATG10;ATG3;MUL1;PIAS1;PIAS4;PPCS;RBX1;RNF7;SUMO3;SYVN1;UBE2A;UBE2E1;UBE2E3;UBE2I;UBE2J1;UBE2L3;UBE2M;UBE2N;UBE2Q2;UBE2W;UBL4A"
"FDR_Pass","large ribosomal subunit (GO:0015934)__GO_CC","User",30,0.0117305519633551,1,"FXR2;MRPL23;MRPL3;MRPL32;MRPL51;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;UBA52"
"FDR_Pass","protein targeting (GO:0006605)__GO_BP","User",80,0.0117395454215032,1,"ARL6IP1;ATG3;CDC37;FAU;GCC1;HGS;KATNB1;MYADM;PACS1;PEX16;PMPCB;RAB8B;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SEC11A;SEC11C;SEC61A1;SEC61B;SEC61G;SORL1;SPCS1;SRP14;SRP19;SRP54;SRP68;SRP72;SRP9;SRPR;SSR1;SSR2;TIMM22;TIMM23;TMED2;TOMM20;TOMM22;TOMM6;TOMM7;TRAM1;UBA52"
"FDR_Pass","cellular response to topologically incorrect protein (GO:0035967)__GO_BP","User",26,0.0143252032392089,1,"AARS;ACADVL;ADD1;ATF4;CALR;CXXC1;DCTN1;EDEM1;EIF2AK4;HDAC6;KLHDC3;LMNA;NFE2L2;PLA2G4B;PPP1R15A;SEC31A;SERP1;SRPR;SSR1;STUB1;SYVN1;TATDN2;TLN1;TOR1A;TPP1;UBE2W"
"FDR_Pass","ribosome (GO:0005840)__GO_CC","User",55,0.0145266049280223,1,"ABCF1;EIF2AK4;FAU;GCN1L1;MRPL11;MRPL21;MRPL23;MRPL3;MRPL32;MRPL33;MRPL37;MRPL43;MRPL45;MRPL51;MRPS18C;MRPS22;RPL11;RPL13;RPL13A;RPL15;RPL21;RPL23;RPL24;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL4;RPL5;RPL6;RPL7L1;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS3;RPS3A;RPS6;RPS9;RRBP1;SERP1;SRP68;UBA52"
"FDR_Pass","cysteine-type peptidase activity (GO:0008234)__GO_MF","User",22,0.0172431332382061,1,"CAPN1;CAPNS1;CASP1;CFLAR;COPS5;CTSB;CTSC;CTSH;CTSZ;GCA;PDCD6;SENP7;TNIP1;USP15;USP16;USP24;USP38;USP4;USP42;USP49;USP5;USP7"
"FDR_Pass","regulation of protein localization to nucleus (GO:1900180)__GO_BP","User",30,0.0173553375815389,1,"AXIN1;CD36;CDKN1A;DMAP1;EMD;FAM89B;FYN;FZD7;G3BP2;HSP90AB1;IL10;IL18;IL1B;KPNA1;LMNA;MED1;PARK7;PARP1;PARP10;PPM1B;PRDX1;PSMD10;PTGS2;RASSF5;RBCK1;SMAD4;TNFRSF1A;TNFSF14;TRIM28;TXN"
"FDR_Pass","Oxidative phosphorylation_Homo sapiens_hsa00190__KEGG_2016","User",45,0.0175100819239753,1,"ATP5C1;ATP5E;ATP5F1;ATP5H;ATP5I;ATP5J;ATP5J2;ATP5L;ATP5O;ATP6AP1;ATP6V0A1;ATP6V0C;ATP6V1G1;COX17;COX4I1;COX5A;COX5B;COX6A1;COX6C;COX7A2;COX7A2L;COX7C;NDUFA1;NDUFA12;NDUFA2;NDUFA4;NDUFAB1;NDUFB2;NDUFB3;NDUFB5;NDUFB7;NDUFB8;NDUFS3;NDUFS5;NDUFV1;NDUFV2;PPA1;PPA2;SDHB;SDHD;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ"
"FDR_Pass","cellular component disassembly (GO:0022411)__GO_BP","User",76,0.0182524367182635,1,"ACIN1;ADD1;BCAP31;BIRC2;CAPN1;CAPNS1;COL8A2;CTSB;CTSD;DEDD2;DENR;EMD;FAU;FNTA;GAK;HDAC6;HMGB2;KPNA1;LMNA;MICAL1;MST4;MTIF3;NDEL1;NUP85;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SMARCA4;SMARCB1;SMARCC2;SMARCD1;SPTAN1;STK24;TFIP11;TIMP1;UBA52"
"FDR_Pass","viral life cycle (GO:0019058)__GO_BP","User",51,0.0184555176677981,1,"CHMP5;FAU;KPNA1;RAN;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;UBA52;VPS37B;VPS37C;VPS4B"
"FDR_Pass","protein complex disassembly (GO:0043241)__GO_BP","User",52,0.0185595219480496,1,"FAU;GAK;HDAC6;MICAL1;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;SMARCA4;SMARCB1;SMARCC2;SMARCD1;UBA52"
"FDR_Pass","cytosolic part (GO:0044445)__GO_CC","User",64,0.0189347757718663,1,"AHR;CCT2;CCT3;CFLAR;DDX3X;EIF2AK4;FAU;FXR2;HBA1;HBA2;HBB;HBQ1;IKBKB;IKBKG;MAP3K7;MMS19;PIK3CD;PRDX3;RPL11;RPL13;RPL13A;RPL15;RPL17;RPL21;RPL23;RPL24;RPL26;RPL27;RPL27A;RPL30;RPL31;RPL35;RPL35A;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL9;RPLP0;RPLP2;RPS10;RPS11;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS2;RPS24;RPS25;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS9;RPSA;UBA52;UBL4A;UBQLN4"
"FDR_Pass","electron transport chain (GO:0022900)__GO_BP","User",38,0.0213648302781553,1,"ATP5C1;ATP5E;ATP5F1;ATP5H;ATP5I;ATP5J;ATP5J2;ATP5L;ATP5O;COX4I1;COX5A;COX5B;COX6A1;COX6C;COX7A2L;COX7C;ETFA;NDUFA1;NDUFA12;NDUFA2;NDUFA4;NDUFAB1;NDUFB2;NDUFB3;NDUFB5;NDUFB7;NDUFB8;NDUFS3;NDUFS5;NDUFV1;NDUFV2;SDHB;SDHD;UCP2;UQCRC2;UQCRFS1;UQCRH;UQCRQ"
"FDR_Pass","respiratory electron transport chain (GO:0022904)__GO_BP","User",38,0.0213648302781553,1,"ATP5C1;ATP5E;ATP5F1;ATP5H;ATP5I;ATP5J;ATP5J2;ATP5L;ATP5O;COX4I1;COX5A;COX5B;COX6A1;COX6C;COX7A2L;COX7C;ETFA;NDUFA1;NDUFA12;NDUFA2;NDUFA4;NDUFAB1;NDUFB2;NDUFB3;NDUFB5;NDUFB7;NDUFB8;NDUFS3;NDUFS5;NDUFV1;NDUFV2;SDHB;SDHD;UCP2;UQCRC2;UQCRFS1;UQCRH;UQCRQ"
