"Gene_names","Eclass"
"WDR36","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LOC643802","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"GTPBP4","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RPP25L","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"GNL3L","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LSG1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"XRN2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"CIRH1A","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"DKC1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"XRN1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NHP2L1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NAT10","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"POP1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"SBDS","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RPP25","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NHP2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RAN","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NVL","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LOC101929627","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NMD3","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"SPATA5","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"SNORD3C","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"SNORD3A","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NOL6","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"EFTUD1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"FBL","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXF1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"EMG1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXF2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXF3","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RRP7A","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"TCOF1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"DROSHA","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"GAR1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"UTP14A","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXF5","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"MDN1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"UTP14C","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NOP58","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"UTP15","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"UTP18","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"UTP6","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"CSNK2A2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RPP40","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"CSNK2A1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"CSNK2A3","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LOC81691","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"EIF6","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"TBL3","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RCL1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"CSNK2B","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RNR1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NOP10","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RNR2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NOP56","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXF2B","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RBM28","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"POP7","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXT1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"SNORD3B-2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NXT2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"SNORD3B-1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LOC101929601","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"WDR3","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"POP5","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"MPHOSPH10","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"HEATR1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"POP4","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"FCF1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RPP30","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LOC100288562","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"WDR43","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"NOB1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"AK6","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"PWP2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"XPO1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"BMS1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RIOK1","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"LOC101930111","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RIOK2","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RMRP","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"RPP38","Ribosome biogenesis in eukaryotes_Homo sapiens_hsa03008"
"UBE2I","RNA transport_Homo sapiens_hsa03013"
"EIF1AY","RNA transport_Homo sapiens_hsa03013"
"EIF1AX","RNA transport_Homo sapiens_hsa03013"
"NUP214","RNA transport_Homo sapiens_hsa03013"
"ALYREF","RNA transport_Homo sapiens_hsa03013"
"UPF3B","RNA transport_Homo sapiens_hsa03013"
"NUP210","RNA transport_Homo sapiens_hsa03013"
"UPF3A","RNA transport_Homo sapiens_hsa03013"
"SRRM1","RNA transport_Homo sapiens_hsa03013"
"RPP25L","RNA transport_Homo sapiens_hsa03013"
"EEF1A2","RNA transport_Homo sapiens_hsa03013"
"NUP93","RNA transport_Homo sapiens_hsa03013"
"EEF1A1","RNA transport_Homo sapiens_hsa03013"
"NUP210L","RNA transport_Homo sapiens_hsa03013"
"DDX39B","RNA transport_Homo sapiens_hsa03013"
"NUP98","RNA transport_Homo sapiens_hsa03013"
"CLNS1A","RNA transport_Homo sapiens_hsa03013"
"RPP21","RNA transport_Homo sapiens_hsa03013"
"POP1","RNA transport_Homo sapiens_hsa03013"
"EIF1B","RNA transport_Homo sapiens_hsa03013"
"RPP25","RNA transport_Homo sapiens_hsa03013"
"RAN","RNA transport_Homo sapiens_hsa03013"
"RNU6-1","RNA transport_Homo sapiens_hsa03013"
"NUP205","RNA transport_Homo sapiens_hsa03013"
"CYFIP2","RNA transport_Homo sapiens_hsa03013"
"CYFIP1","RNA transport_Homo sapiens_hsa03013"
"RGPD1","RNA transport_Homo sapiens_hsa03013"
"GEMIN2","RNA transport_Homo sapiens_hsa03013"
"GEMIN4","RNA transport_Homo sapiens_hsa03013"
"CASC3","RNA transport_Homo sapiens_hsa03013"
"RGPD8","RNA transport_Homo sapiens_hsa03013"
"RGPD3","RNA transport_Homo sapiens_hsa03013"
"NUP160","RNA transport_Homo sapiens_hsa03013"
"RGPD2","RNA transport_Homo sapiens_hsa03013"
"PNN","RNA transport_Homo sapiens_hsa03013"
"RGPD5","RNA transport_Homo sapiens_hsa03013"
"RGPD4","RNA transport_Homo sapiens_hsa03013"
"MAGOH","RNA transport_Homo sapiens_hsa03013"
"NXF1","RNA transport_Homo sapiens_hsa03013"
"NXF2","RNA transport_Homo sapiens_hsa03013"
"NXF3","RNA transport_Homo sapiens_hsa03013"
"NUP85","RNA transport_Homo sapiens_hsa03013"
"TGS1","RNA transport_Homo sapiens_hsa03013"
"SAP18","RNA transport_Homo sapiens_hsa03013"
"PABPC1L2A","RNA transport_Homo sapiens_hsa03013"
"NUP88","RNA transport_Homo sapiens_hsa03013"
"PABPC1L2B","RNA transport_Homo sapiens_hsa03013"
"RAE1","RNA transport_Homo sapiens_hsa03013"
"NXF5","RNA transport_Homo sapiens_hsa03013"
"RPP14","RNA transport_Homo sapiens_hsa03013"
"SNUPN","RNA transport_Homo sapiens_hsa03013"
"EIF2B5","RNA transport_Homo sapiens_hsa03013"
"EIF2B4","RNA transport_Homo sapiens_hsa03013"
"EIF2B3","RNA transport_Homo sapiens_hsa03013"
"RPP40","RNA transport_Homo sapiens_hsa03013"
"NUP153","RNA transport_Homo sapiens_hsa03013"
"NUP155","RNA transport_Homo sapiens_hsa03013"
"EIF2S3","RNA transport_Homo sapiens_hsa03013"
"EIF2S2","RNA transport_Homo sapiens_hsa03013"
"EIF1","RNA transport_Homo sapiens_hsa03013"
"EIF2S1","RNA transport_Homo sapiens_hsa03013"
"EIF4E1B","RNA transport_Homo sapiens_hsa03013"
"EIF5","RNA transport_Homo sapiens_hsa03013"
"GEMIN5","RNA transport_Homo sapiens_hsa03013"
"EIF4G1","RNA transport_Homo sapiens_hsa03013"
"RNPS1","RNA transport_Homo sapiens_hsa03013"
"GEMIN6","RNA transport_Homo sapiens_hsa03013"
"GEMIN7","RNA transport_Homo sapiens_hsa03013"
"GEMIN8","RNA transport_Homo sapiens_hsa03013"
"EIF4G3","RNA transport_Homo sapiens_hsa03013"
"EIF4G2","RNA transport_Homo sapiens_hsa03013"
"NXF2B","RNA transport_Homo sapiens_hsa03013"
"POP7","RNA transport_Homo sapiens_hsa03013"
"POM121","RNA transport_Homo sapiens_hsa03013"
"SNORD3B-2","RNA transport_Homo sapiens_hsa03013"
"SNORD3B-1","RNA transport_Homo sapiens_hsa03013"
"FMR1","RNA transport_Homo sapiens_hsa03013"
"POP5","RNA transport_Homo sapiens_hsa03013"
"POP4","RNA transport_Homo sapiens_hsa03013"
"EIF4EBP1","RNA transport_Homo sapiens_hsa03013"
"RPP30","RNA transport_Homo sapiens_hsa03013"
"PHAX","RNA transport_Homo sapiens_hsa03013"
"LOC101929087","RNA transport_Homo sapiens_hsa03013"
"AAAS","RNA transport_Homo sapiens_hsa03013"
"TPR","RNA transport_Homo sapiens_hsa03013"
"POM121C","RNA transport_Homo sapiens_hsa03013"
"NUP62","RNA transport_Homo sapiens_hsa03013"
"EIF4EBP2","RNA transport_Homo sapiens_hsa03013"
"EIF4EBP3","RNA transport_Homo sapiens_hsa03013"
"EIF3CL","RNA transport_Homo sapiens_hsa03013"
"EIF2B2","RNA transport_Homo sapiens_hsa03013"
"EIF2B1","RNA transport_Homo sapiens_hsa03013"
"RPP38","RNA transport_Homo sapiens_hsa03013"
"PABPC4L","RNA transport_Homo sapiens_hsa03013"
"EIF5B","RNA transport_Homo sapiens_hsa03013"
"UPF2","RNA transport_Homo sapiens_hsa03013"
"UPF1","RNA transport_Homo sapiens_hsa03013"
"SEC13","RNA transport_Homo sapiens_hsa03013"
"NCBP2","RNA transport_Homo sapiens_hsa03013"
"PABPC5","RNA transport_Homo sapiens_hsa03013"
"NCBP1","RNA transport_Homo sapiens_hsa03013"
"ELAC2","RNA transport_Homo sapiens_hsa03013"
"NDC1","RNA transport_Homo sapiens_hsa03013"
"ELAC1","RNA transport_Homo sapiens_hsa03013"
"NUP133","RNA transport_Homo sapiens_hsa03013"
"MAGOHB","RNA transport_Homo sapiens_hsa03013"
"SENP2","RNA transport_Homo sapiens_hsa03013"
"NUP50","RNA transport_Homo sapiens_hsa03013"
"NUP54","RNA transport_Homo sapiens_hsa03013"
"PABPC3","RNA transport_Homo sapiens_hsa03013"
"PABPC4","RNA transport_Homo sapiens_hsa03013"
"PABPC1","RNA transport_Homo sapiens_hsa03013"
"EIF4E2","RNA transport_Homo sapiens_hsa03013"
"WIBG","RNA transport_Homo sapiens_hsa03013"
"EIF4B","RNA transport_Homo sapiens_hsa03013"
"SEH1L","RNA transport_Homo sapiens_hsa03013"
"STRAP","RNA transport_Homo sapiens_hsa03013"
"RBM8A","RNA transport_Homo sapiens_hsa03013"
"NMD3","RNA transport_Homo sapiens_hsa03013"
"SNORD3C","RNA transport_Homo sapiens_hsa03013"
"SNORD3A","RNA transport_Homo sapiens_hsa03013"
"FXR2","RNA transport_Homo sapiens_hsa03013"
"FXR1","RNA transport_Homo sapiens_hsa03013"
"NUP43","RNA transport_Homo sapiens_hsa03013"
"SMN1","RNA transport_Homo sapiens_hsa03013"
"SMN2","RNA transport_Homo sapiens_hsa03013"
"EIF4E","RNA transport_Homo sapiens_hsa03013"
"RANBP2","RNA transport_Homo sapiens_hsa03013"
"EIF3A","RNA transport_Homo sapiens_hsa03013"
"PRMT5","RNA transport_Homo sapiens_hsa03013"
"THOC2","RNA transport_Homo sapiens_hsa03013"
"THOC1","RNA transport_Homo sapiens_hsa03013"
"TRNT1","RNA transport_Homo sapiens_hsa03013"
"THOC3","RNA transport_Homo sapiens_hsa03013"
"THOC6","RNA transport_Homo sapiens_hsa03013"
"THOC5","RNA transport_Homo sapiens_hsa03013"
"THOC7","RNA transport_Homo sapiens_hsa03013"
"RANGAP1","RNA transport_Homo sapiens_hsa03013"
"KPNB1","RNA transport_Homo sapiens_hsa03013"
"XPOT","RNA transport_Homo sapiens_hsa03013"
"EIF3J","RNA transport_Homo sapiens_hsa03013"
"NUP35","RNA transport_Homo sapiens_hsa03013"
"EIF3H","RNA transport_Homo sapiens_hsa03013"
"EIF3I","RNA transport_Homo sapiens_hsa03013"
"PABPC1L","RNA transport_Homo sapiens_hsa03013"
"EIF3F","RNA transport_Homo sapiens_hsa03013"
"ACIN1","RNA transport_Homo sapiens_hsa03013"
"TACC3","RNA transport_Homo sapiens_hsa03013"
"EIF3G","RNA transport_Homo sapiens_hsa03013"
"EIF3D","RNA transport_Homo sapiens_hsa03013"
"NUPL2","RNA transport_Homo sapiens_hsa03013"
"EIF3E","RNA transport_Homo sapiens_hsa03013"
"EIF3B","RNA transport_Homo sapiens_hsa03013"
"NUP37","RNA transport_Homo sapiens_hsa03013"
"POM121L2","RNA transport_Homo sapiens_hsa03013"
"NUPL1","RNA transport_Homo sapiens_hsa03013"
"EIF3C","RNA transport_Homo sapiens_hsa03013"
"EIF4A3","RNA transport_Homo sapiens_hsa03013"
"EIF4A2","RNA transport_Homo sapiens_hsa03013"
"NXT1","RNA transport_Homo sapiens_hsa03013"
"NUP107","RNA transport_Homo sapiens_hsa03013"
"EIF4A1","RNA transport_Homo sapiens_hsa03013"
"NXT2","RNA transport_Homo sapiens_hsa03013"
"NUP188","RNA transport_Homo sapiens_hsa03013"
"DDX20","RNA transport_Homo sapiens_hsa03013"
"XPO1","RNA transport_Homo sapiens_hsa03013"
"SUMO2","RNA transport_Homo sapiens_hsa03013"
"XPO5","RNA transport_Homo sapiens_hsa03013"
"SUMO1","RNA transport_Homo sapiens_hsa03013"
"SUMO4","RNA transport_Homo sapiens_hsa03013"
"SUMO3","RNA transport_Homo sapiens_hsa03013"
"PAIP1","RNA transport_Homo sapiens_hsa03013"
"CPSF6","mRNA surveillance pathway_Homo sapiens_hsa03015"
"UPF2","mRNA surveillance pathway_Homo sapiens_hsa03015"
"UPF1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CPSF7","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CPSF2","mRNA surveillance pathway_Homo sapiens_hsa03015"
"NCBP2","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CPSF1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CPSF4","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPC5","mRNA surveillance pathway_Homo sapiens_hsa03015"
"NCBP1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CPSF3","mRNA surveillance pathway_Homo sapiens_hsa03015"
"ALYREF","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP2R5C","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP2R5B","mRNA surveillance pathway_Homo sapiens_hsa03015"
"UPF3B","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP2R5E","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP2R1A","mRNA surveillance pathway_Homo sapiens_hsa03015"
"UPF3A","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP2R5D","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP2R5A","mRNA surveillance pathway_Homo sapiens_hsa03015"
"SRRM1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"WDR33","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP1CA","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP1CB","mRNA surveillance pathway_Homo sapiens_hsa03015"
"MAGOHB","mRNA surveillance pathway_Homo sapiens_hsa03015"
"DDX39B","mRNA surveillance pathway_Homo sapiens_hsa03015"
"WDR82","mRNA surveillance pathway_Homo sapiens_hsa03015"
"SSU72","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPC3","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPC4","mRNA surveillance pathway_Homo sapiens_hsa03015"
"ETF1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPC1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"WIBG","mRNA surveillance pathway_Homo sapiens_hsa03015"
"DAZAP1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"RNMT","mRNA surveillance pathway_Homo sapiens_hsa03015"
"HBS1L","mRNA surveillance pathway_Homo sapiens_hsa03015"
"RBM8A","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CASC3","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PNN","mRNA surveillance pathway_Homo sapiens_hsa03015"
"MAGOH","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PPP1CC","mRNA surveillance pathway_Homo sapiens_hsa03015"
"NXF1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"NXF2","mRNA surveillance pathway_Homo sapiens_hsa03015"
"NXF3","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PCF11","mRNA surveillance pathway_Homo sapiens_hsa03015"
"CLP1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPN1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"SAP18","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPC1L2A","mRNA surveillance pathway_Homo sapiens_hsa03015"
"SYMPK","mRNA surveillance pathway_Homo sapiens_hsa03015"
"PABPC1L2B","mRNA surveillance pathway_Homo sapiens_hsa03015"
"NXF5","mRNA surveillance pathway_Homo sapiens_hsa03015"
"BCL2L2-PABPN1","mRNA surveillance pathway_Homo sapiens_hsa03015"
"RNGTT","mRNA surveillance pathway_Homo sapiens_hsa03015"
